piece,material,grounded,massKg,support,released,removed,cx,cy,cz
4085,ClayBrick,0,2.7216,Supported,0,0,641.250,180.000,352.500
4086,ClayBrick,0,1.2975,Supported,0,0,641.250,202.500,352.500
4087,ClayBrick,0,1.2975,Supported,0,0,641.250,258.750,352.500
4088,ClayBrick,0,2.7216,Supported,0,0,641.250,270.000,352.500
4089,ClayBrick,0,2.7216,Supported,0,0,641.250,292.500,352.500
4090,ClayBrick,0,1.2975,Supported,0,0,641.250,315.000,352.500
4091,ClayBrick,0,2.7216,Supported,0,0,641.250,11.250,360.000
4092,ClayBrick,0,2.7216,Supported,0,0,641.250,33.750,360.000
4093,ClayBrick,0,2.7216,Supported,0,0,641.250,56.250,360.000
4094,ClayBrick,0,2.7216,Supported,0,0,641.250,123.750,360.000
4095,ClayBrick,0,2.7216,Supported,0,0,641.250,146.250,360.000
4096,ClayBrick,0,2.7216,Supported,0,0,641.250,168.750,360.000
4097,ClayBrick,0,2.7216,Supported,0,0,641.250,191.250,360.000
4098,ClayBrick,0,2.7216,Supported,0,0,641.250,258.750,360.000
4099,ClayBrick,0,2.7216,Supported,0,0,641.250,281.250,360.000
4100,ClayBrick,0,2.7216,Supported,0,0,641.250,303.750,360.000
4101,ClayBrick,0,1.2975,Supported,0,0,641.250,11.250,367.500
4102,ClayBrick,0,2.7216,Supported,0,0,641.250,22.500,367.500
4103,ClayBrick,0,2.7216,Supported,0,0,641.250,45.000,367.500
4104,ClayBrick,0,1.2975,Supported,0,0,641.250,67.500,367.500
4105,ClayBrick,0,1.2975,Supported,0,0,641.250,123.750,367.500
4106,ClayBrick,0,2.7216,Supported,0,0,641.250,135.000,367.500
4107,ClayBrick,0,2.7216,Supported,0,0,641.250,157.500,367.500
4108,ClayBrick,0,2.7216,Supported,0,0,641.250,180.000,367.500
4109,ClayBrick,0,1.2975,Supported,0,0,641.250,202.500,367.500
4110,ClayBrick,0,1.2975,Supported,0,0,641.250,258.750,367.500
4111,ClayBrick,0,2.7216,Supported,0,0,641.250,270.000,367.500
4112,ClayBrick,0,2.7216,Supported,0,0,641.250,292.500,367.500
4113,ClayBrick,0,1.2975,Supported,0,0,641.250,315.000,367.500
4114,ClayBrick,0,2.7216,Supported,0,0,641.250,11.250,375.000
4115,ClayBrick,0,2.7216,Supported,0,0,641.250,33.750,375.000
4116,ClayBrick,0,2.7216,Supported,0,0,641.250,56.250,375.000
4117,ClayBrick,0,2.7216,Supported,0,0,641.250,123.750,375.000
4118,ClayBrick,0,2.7216,Supported,0,0,641.250,146.250,375.000
4119,ClayBrick,0,2.7216,Supported,0,0,641.250,168.750,375.000
4120,ClayBrick,0,2.7216,Supported,0,0,641.250,191.250,375.000
4121,ClayBrick,0,2.7216,Supported,0,0,641.250,258.750,375.000
4122,ClayBrick,0,2.7216,Supported,0,0,641.250,281.250,375.000
4123,ClayBrick,0,2.7216,Supported,0,0,641.250,303.750,375.000
4124,ClayBrick,0,1.2975,Supported,0,0,641.250,11.250,382.500
4125,ClayBrick,0,2.7216,Supported,0,0,641.250,22.500,382.500
4126,ClayBrick,0,2.7216,Supported,0,0,641.250,45.000,382.500
4127,ClayBrick,0,1.2975,Supported,0,0,641.250,67.500,382.500
4128,ClayBrick,0,1.2975,Supported,0,0,641.250,123.750,382.500
4129,ClayBrick,0,2.7216,Supported,0,0,641.250,135.000,382.500
4130,ClayBrick,0,2.7216,Supported,0,0,641.250,157.500,382.500
4131,ClayBrick,0,2.7216,Supported,0,0,641.250,180.000,382.500
4132,ClayBrick,0,1.2975,Supported,0,0,641.250,202.500,382.500
4133,ClayBrick,0,1.2975,Supported,0,0,641.250,258.750,382.500
4134,ClayBrick,0,2.7216,Supported,0,0,641.250,270.000,382.500
4135,ClayBrick,0,2.7216,Supported,0,0,641.250,292.500,382.500
4136,ClayBrick,0,1.2975,Supported,0,0,641.250,315.000,382.500
4137,ClayBrick,0,2.7216,Supported,0,0,641.250,11.250,390.000
4138,ClayBrick,0,2.7216,Supported,0,0,641.250,33.750,390.000
4139,ClayBrick,0,2.7216,Supported,0,0,641.250,56.250,390.000
4140,ClayBrick,0,2.7216,Supported,0,0,641.250,123.750,390.000
4141,ClayBrick,0,2.7216,Supported,0,0,641.250,146.250,390.000
4142,ClayBrick,0,2.7216,Supported,0,0,641.250,168.750,390.000
4143,ClayBrick,0,2.7216,Supported,0,0,641.250,191.250,390.000
4144,ClayBrick,0,2.7216,Supported,0,0,641.250,258.750,390.000
4145,ClayBrick,0,2.7216,Supported,0,0,641.250,281.250,390.000
4146,ClayBrick,0,2.7216,Supported,0,0,641.250,303.750,390.000
4147,ClayBrick,0,1.2975,Supported,0,0,641.250,11.250,397.500
4148,ClayBrick,0,2.7216,Supported,0,0,641.250,22.500,397.500
4149,ClayBrick,0,2.7216,Supported,0,0,641.250,45.000,397.500
4150,ClayBrick,0,1.2975,Supported,0,0,641.250,67.500,397.500
4151,ClayBrick,0,1.2975,Supported,0,0,641.250,123.750,397.500
4152,ClayBrick,0,2.7216,Supported,0,0,641.250,135.000,397.500
4153,ClayBrick,0,2.7216,Supported,0,0,641.250,157.500,397.500
4154,ClayBrick,0,2.7216,Supported,0,0,641.250,180.000,397.500
4155,ClayBrick,0,1.2975,Supported,0,0,641.250,202.500,397.500
4156,ClayBrick,0,1.2975,Supported,0,0,641.250,258.750,397.500
4157,ClayBrick,0,2.7216,Supported,0,0,641.250,270.000,397.500
4158,ClayBrick,0,2.7216,Supported,0,0,641.250,292.500,397.500
4159,ClayBrick,0,1.2975,Supported,0,0,641.250,315.000,397.500
4160,ClayBrick,0,2.7216,Supported,0,0,641.250,11.250,405.000
4161,ClayBrick,0,2.7216,Supported,0,0,641.250,33.750,405.000
4162,ClayBrick,0,2.7216,Supported,0,0,641.250,146.250,405.000
4163,ClayBrick,0,2.7216,Supported,0,0,641.250,168.750,405.000
4164,ClayBrick,0,2.7216,Supported,0,0,641.250,281.250,405.000
4165,ClayBrick,0,2.7216,Supported,0,0,641.250,303.750,405.000
4166,Timber,0,5.3640,Supported,0,0,641.250,56.250,405.000
4167,Timber,0,5.3640,Supported,0,0,641.250,191.250,405.000
4168,ClayBrick,0,1.2975,Supported,0,0,641.250,11.250,412.500
4169,ClayBrick,0,2.7216,Supported,0,0,641.250,22.500,412.500
4170,ClayBrick,0,1.2975,Supported,0,0,641.250,45.000,412.500
4171,ClayBrick,0,1.2975,Supported,0,0,641.250,146.250,412.500
4172,ClayBrick,0,2.7216,Supported,0,0,641.250,157.500,412.500
4173,ClayBrick,0,1.2975,Supported,0,0,641.250,180.000,412.500
4174,ClayBrick,0,1.2975,Supported,0,0,641.250,281.250,412.500
4175,ClayBrick,0,2.7216,Supported,0,0,641.250,292.500,412.500
4176,ClayBrick,0,1.2975,Supported,0,0,641.250,315.000,412.500
4177,ClayBrick,0,2.7216,Supported,0,0,641.250,11.250,420.000
4178,ClayBrick,0,2.7216,Supported,0,0,641.250,33.750,420.000
4179,ClayBrick,0,2.7216,Supported,0,0,641.250,56.250,420.000
4180,ClayBrick,0,2.7216,Supported,0,0,641.250,78.750,420.000
4181,ClayBrick,0,2.7216,Supported,0,0,641.250,101.250,420.000
4182,ClayBrick,0,2.7216,Supported,0,0,641.250,123.750,420.000
4183,ClayBrick,0,2.7216,Supported,0,0,641.250,146.250,420.000
4184,ClayBrick,0,2.7216,Supported,0,0,641.250,168.750,420.000
4185,ClayBrick,0,2.7216,Supported,0,0,641.250,191.250,420.000
4186,ClayBrick,0,2.7216,Supported,0,0,641.250,213.750,420.000
4187,ClayBrick,0,2.7216,Supported,0,0,641.250,236.250,420.000
4188,ClayBrick,0,2.7216,Supported,0,0,641.250,258.750,420.000
4189,ClayBrick,0,2.7216,Supported,0,0,641.250,281.250,420.000
4190,ClayBrick,0,2.7216,Supported,0,0,641.250,303.750,420.000
4191,ClayBrick,0,1.2975,Supported,0,0,641.250,11.250,427.500
4192,ClayBrick,0,2.7216,Supported,0,0,641.250,22.500,427.500
4193,ClayBrick,0,2.7216,Supported,0,0,641.250,45.000,427.500
4194,ClayBrick,0,2.7216,Supported,0,0,641.250,67.500,427.500
4195,ClayBrick,0,2.7216,Supported,0,0,641.250,90.000,427.500
4196,ClayBrick,0,2.7216,Supported,0,0,641.250,112.500,427.500
4197,ClayBrick,0,2.7216,Supported,0,0,641.250,135.000,427.500
4198,ClayBrick,0,2.7216,Supported,0,0,641.250,157.500,427.500
4199,ClayBrick,0,2.7216,Supported,0,0,641.250,180.000,427.500
4200,ClayBrick,0,2.7216,Supported,0,0,641.250,202.500,427.500
4201,ClayBrick,0,2.7216,Supported,0,0,641.250,225.000,427.500
4202,ClayBrick,0,2.7216,Supported,0,0,641.250,247.500,427.500
4203,ClayBrick,0,2.7216,Supported,0,0,641.250,270.000,427.500
4204,ClayBrick,0,2.7216,Supported,0,0,641.250,292.500,427.500
4205,ClayBrick,0,1.2975,Supported,0,0,641.250,315.000,427.500
4206,ClayBrick,0,2.7216,Supported,0,0,641.250,11.250,435.000
4207,ClayBrick,0,2.7216,Supported,0,0,641.250,33.750,435.000
4208,ClayBrick,0,2.7216,Supported,0,0,641.250,56.250,435.000
4209,ClayBrick,0,2.7216,Supported,0,0,641.250,78.750,435.000
4210,ClayBrick,0,2.7216,Supported,0,0,641.250,101.250,435.000
4211,ClayBrick,0,2.7216,Supported,0,0,641.250,123.750,435.000
4212,ClayBrick,0,2.7216,Supported,0,0,641.250,146.250,435.000
4213,ClayBrick,0,2.7216,Supported,0,0,641.250,168.750,435.000
4214,ClayBrick,0,2.7216,Supported,0,0,641.250,191.250,435.000
4215,ClayBrick,0,2.7216,Supported,0,0,641.250,213.750,435.000
4216,ClayBrick,0,2.7216,Supported,0,0,641.250,236.250,435.000
4217,ClayBrick,0,2.7216,Supported,0,0,641.250,258.750,435.000
4218,ClayBrick,0,2.7216,Supported,0,0,641.250,281.250,435.000
4219,ClayBrick,0,2.7216,Supported,0,0,641.250,303.750,435.000
4220,ClayBrick,0,1.2975,Supported,0,0,641.250,11.250,442.500
4221,ClayBrick,0,2.7216,Supported,0,0,641.250,22.500,442.500
4222,ClayBrick,0,2.7216,Supported,0,0,641.250,45.000,442.500
4223,ClayBrick,0,2.7216,Supported,0,0,641.250,67.500,442.500
4224,ClayBrick,0,2.7216,Supported,0,0,641.250,90.000,442.500
4225,ClayBrick,0,2.7216,Supported,0,0,641.250,112.500,442.500
4226,ClayBrick,0,2.7216,Supported,0,0,641.250,135.000,442.500
4227,ClayBrick,0,2.7216,Supported,0,0,641.250,157.500,442.500
4228,ClayBrick,0,2.7216,Supported,0,0,641.250,180.000,442.500
4229,ClayBrick,0,2.7216,Supported,0,0,641.250,202.500,442.500
4230,ClayBrick,0,2.7216,Supported,0,0,641.250,225.000,442.500
4231,ClayBrick,0,2.7216,Supported,0,0,641.250,247.500,442.500
4232,ClayBrick,0,2.7216,Supported,0,0,641.250,270.000,442.500
4233,ClayBrick,0,2.7216,Supported,0,0,641.250,292.500,442.500
4234,ClayBrick,0,1.2975,Supported,0,0,641.250,315.000,442.500
4235,ClayBrick,0,2.7216,Supported,0,0,641.250,11.250,450.000
4236,ClayBrick,0,2.7216,Supported,0,0,641.250,33.750,450.000
4237,ClayBrick,0,2.7216,Supported,0,0,641.250,56.250,450.000
4238,ClayBrick,0,2.7216,Supported,0,0,641.250,78.750,450.000
4239,ClayBrick,0,2.7216,Supported,0,0,641.250,101.250,450.000
4240,ClayBrick,0,2.7216,Supported,0,0,641.250,123.750,450.000
4241,ClayBrick,0,2.7216,Supported,0,0,641.250,146.250,450.000
4242,ClayBrick,0,2.7216,Supported,0,0,641.250,168.750,450.000
4243,ClayBrick,0,2.7216,Supported,0,0,641.250,191.250,450.000
4244,ClayBrick,0,2.7216,Supported,0,0,641.250,213.750,450.000
4245,ClayBrick,0,2.7216,Supported,0,0,641.250,236.250,450.000
4246,ClayBrick,0,2.7216,Supported,0,0,641.250,258.750,450.000
4247,ClayBrick,0,2.7216,Supported,0,0,641.250,281.250,450.000
4248,ClayBrick,0,2.7216,Supported,0,0,641.250,303.750,450.000
4249,ClayBrick,0,1.2975,Supported,0,0,641.250,11.250,457.500
4250,ClayBrick,0,2.7216,Supported,0,0,641.250,22.500,457.500
4251,ClayBrick,0,2.7216,Supported,0,0,641.250,45.000,457.500
4252,ClayBrick,0,2.7216,Supported,0,0,641.250,67.500,457.500
4253,ClayBrick,0,2.7216,Supported,0,0,641.250,90.000,457.500
4254,ClayBrick,0,2.7216,Supported,0,0,641.250,112.500,457.500
4255,ClayBrick,0,2.7216,Supported,0,0,641.250,135.000,457.500
4256,ClayBrick,0,2.7216,Supported,0,0,641.250,157.500,457.500
4257,ClayBrick,0,2.7216,Supported,0,0,641.250,180.000,457.500
4258,ClayBrick,0,2.7216,Supported,0,0,641.250,202.500,457.500
4259,ClayBrick,0,2.7216,Supported,0,0,641.250,225.000,457.500
4260,ClayBrick,0,2.7216,Supported,0,0,641.250,247.500,457.500
4261,ClayBrick,0,2.7216,Supported,0,0,641.250,270.000,457.500
4262,ClayBrick,0,2.7216,Supported,0,0,641.250,292.500,457.500
4263,ClayBrick,0,1.2975,Supported,0,0,641.250,315.000,457.500
4264,StructuralConcrete,0,15.1536,Supported,0,0,641.250,11.250,465.000
4265,StructuralConcrete,0,15.1536,Supported,0,0,641.250,56.250,465.000
4266,StructuralConcrete,0,15.1536,Supported,0,0,641.250,101.250,465.000
4267,StructuralConcrete,0,15.1536,Supported,0,0,641.250,146.250,465.000
4268,StructuralConcrete,0,15.1536,Supported,0,0,641.250,191.250,465.000
4269,StructuralConcrete,0,15.1536,Supported,0,0,641.250,236.250,465.000
4270,StructuralConcrete,0,15.1536,Supported,0,0,641.250,281.250,465.000
4271,ClayBrick,1,2.7216,Grounded,0,0,33.750,-11.250,0.000
4272,ClayBrick,1,2.7216,Grounded,0,0,33.750,337.500,0.000
4273,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,7.500
4274,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,7.500
4275,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,15.000
4276,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,15.000
4277,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,22.500
4278,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,22.500
4279,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,30.000
4280,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,30.000
4281,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,37.500
4282,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,37.500
4283,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,45.000
4284,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,45.000
4285,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,52.500
4286,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,52.500
4287,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,60.000
4288,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,60.000
4289,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,67.500
4290,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,67.500
4291,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,75.000
4292,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,75.000
4293,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,82.500
4294,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,82.500
4295,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,90.000
4296,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,90.000
4297,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,97.500
4298,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,97.500
4299,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,105.000
4300,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,105.000
4301,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,112.500
4302,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,112.500
4303,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,120.000
4304,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,120.000
4305,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,127.500
4306,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,127.500
4307,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,135.000
4308,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,135.000
4309,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,142.500
4310,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,142.500
4311,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,150.000
4312,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,150.000
4313,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,157.500
4314,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,157.500
4315,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,165.000
4316,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,165.000
4317,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,172.500
4318,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,172.500
4319,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,180.000
4320,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,180.000
4321,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,187.500
4322,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,187.500
4323,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,195.000
4324,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,195.000
4325,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,202.500
4326,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,202.500
4327,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,210.000
4328,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,210.000
4329,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,217.500
4330,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,217.500
4331,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,225.000
4332,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,225.000
4333,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,232.500
4334,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,232.500
4335,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,240.000
4336,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,240.000
4337,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,247.500
4338,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,247.500
4339,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,255.000
4340,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,255.000
4341,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,262.500
4342,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,262.500
4343,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,270.000
4344,ClayBrick,0,2.7216,Supported,0,0,33.750,337.500,270.000
4345,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,277.500
4346,ClayBrick,0,2.7216,removed,0,1,0.000,0.000,0.000
4347,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,285.000
4348,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,285.000
4349,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,292.500
4350,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,292.500
4351,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,300.000
4352,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,300.000
4353,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,307.500
4354,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,307.500
4355,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,315.000
4356,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,315.000
4357,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,322.500
4358,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,322.500
4359,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,330.000
4360,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,330.000
4361,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,337.500
4362,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,337.500
4363,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,345.000
4364,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,345.000
4365,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,352.500
4366,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,352.500
4367,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,360.000
4368,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,360.000
4369,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,367.500
4370,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,367.500
4371,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,375.000
4372,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,375.000
4373,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,382.500
4374,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,382.500
4375,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,390.000
4376,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,390.000
4377,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,397.500
4378,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,397.500
4379,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,405.000
4380,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,405.000
4381,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,412.500
4382,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,412.500
4383,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,420.000
4384,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,420.000
4385,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,427.500
4386,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,427.500
4387,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,435.000
4388,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,435.000
4389,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,442.500
4390,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,442.500
4391,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,450.000
4392,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,450.000
4393,ClayBrick,0,2.7216,Supported,0,0,33.750,-11.250,457.500
4394,ClayBrick,0,2.7216,Falling,1,0,33.750,337.500,457.500
4395,ClayBrick,1,2.7216,Grounded,0,0,146.250,-11.250,0.000
4396,ClayBrick,1,2.7216,Grounded,0,0,146.250,337.500,0.000
4397,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,7.500
4398,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,7.500
4399,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,15.000
4400,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,15.000
4401,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,22.500
4402,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,22.500
4403,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,30.000
4404,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,30.000
4405,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,37.500
4406,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,37.500
4407,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,45.000
4408,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,45.000
4409,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,52.500
4410,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,52.500
4411,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,60.000
4412,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,60.000
4413,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,67.500
4414,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,67.500
4415,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,75.000
4416,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,75.000
4417,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,82.500
4418,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,82.500
4419,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,90.000
4420,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,90.000
4421,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,97.500
4422,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,97.500
4423,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,105.000
4424,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,105.000
4425,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,112.500
4426,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,112.500
4427,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,120.000
4428,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,120.000
4429,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,127.500
4430,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,127.500
4431,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,135.000
4432,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,135.000
4433,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,142.500
4434,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,142.500
4435,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,150.000
4436,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,150.000
4437,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,157.500
4438,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,157.500
4439,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,165.000
4440,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,165.000
4441,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,172.500
4442,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,172.500
4443,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,180.000
4444,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,180.000
4445,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,187.500
4446,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,187.500
4447,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,195.000
4448,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,195.000
4449,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,202.500
4450,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,202.500
4451,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,210.000
4452,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,210.000
4453,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,217.500
4454,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,217.500
4455,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,225.000
4456,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,225.000
4457,ClayBrick,0,2.7216,Supported,0,0,146.250,-11.250,232.500
4458,ClayBrick,0,2.7216,Supported,0,0,146.250,337.500,232.500
