piece,released,removed,laidX,laidY,laidZ,finalX,finalY,finalZ,displacementCm,dropCm
4124,0,0,641.250,11.250,382.500,641.250,11.250,382.500,0.000,0.000
4125,0,0,641.250,22.500,382.500,641.250,22.500,382.500,0.000,0.000
4126,0,0,641.250,45.000,382.500,641.250,45.000,382.500,0.000,0.000
4127,0,0,641.250,67.500,382.500,641.250,67.500,382.500,0.000,0.000
4128,0,0,641.250,123.750,382.500,641.250,123.750,382.500,0.000,0.000
4129,0,0,641.250,135.000,382.500,641.250,135.000,382.500,0.000,0.000
4130,0,0,641.250,157.500,382.500,641.250,157.500,382.500,0.000,0.000
4131,0,0,641.250,180.000,382.500,641.250,180.000,382.500,0.000,0.000
4132,0,0,641.250,202.500,382.500,641.250,202.500,382.500,0.000,0.000
4133,0,0,641.250,258.750,382.500,641.250,258.750,382.500,0.000,0.000
4134,0,0,641.250,270.000,382.500,641.250,270.000,382.500,0.000,0.000
4135,0,0,641.250,292.500,382.500,641.250,292.500,382.500,0.000,0.000
4136,0,0,641.250,315.000,382.500,641.250,315.000,382.500,0.000,0.000
4137,0,0,641.250,11.250,390.000,641.250,11.250,390.000,0.000,0.000
4138,0,0,641.250,33.750,390.000,641.250,33.750,390.000,0.000,0.000
4139,0,0,641.250,56.250,390.000,641.250,56.250,390.000,0.000,0.000
4140,0,0,641.250,123.750,390.000,641.250,123.750,390.000,0.000,0.000
4141,0,0,641.250,146.250,390.000,641.250,146.250,390.000,0.000,0.000
4142,0,0,641.250,168.750,390.000,641.250,168.750,390.000,0.000,0.000
4143,0,0,641.250,191.250,390.000,641.250,191.250,390.000,0.000,0.000
4144,0,0,641.250,258.750,390.000,641.250,258.750,390.000,0.000,0.000
4145,0,0,641.250,281.250,390.000,641.250,281.250,390.000,0.000,0.000
4146,0,0,641.250,303.750,390.000,641.250,303.750,390.000,0.000,0.000
4147,0,0,641.250,11.250,397.500,641.250,11.250,397.500,0.000,0.000
4148,0,0,641.250,22.500,397.500,641.250,22.500,397.500,0.000,0.000
4149,0,0,641.250,45.000,397.500,641.250,45.000,397.500,0.000,0.000
4150,0,0,641.250,67.500,397.500,641.250,67.500,397.500,0.000,0.000
4151,0,0,641.250,123.750,397.500,641.250,123.750,397.500,0.000,0.000
4152,0,0,641.250,135.000,397.500,641.250,135.000,397.500,0.000,0.000
4153,0,0,641.250,157.500,397.500,641.250,157.500,397.500,0.000,0.000
4154,0,0,641.250,180.000,397.500,641.250,180.000,397.500,0.000,0.000
4155,0,0,641.250,202.500,397.500,641.250,202.500,397.500,0.000,0.000
4156,0,0,641.250,258.750,397.500,641.250,258.750,397.500,0.000,0.000
4157,0,0,641.250,270.000,397.500,641.250,270.000,397.500,0.000,0.000
4158,0,0,641.250,292.500,397.500,641.250,292.500,397.500,0.000,0.000
4159,0,0,641.250,315.000,397.500,641.250,315.000,397.500,0.000,0.000
4160,0,0,641.250,11.250,405.000,641.250,11.250,405.000,0.000,0.000
4161,0,0,641.250,33.750,405.000,641.250,33.750,405.000,0.000,0.000
4162,0,0,641.250,146.250,405.000,641.250,146.250,405.000,0.000,0.000
4163,0,0,641.250,168.750,405.000,641.250,168.750,405.000,0.000,0.000
4164,0,0,641.250,281.250,405.000,641.250,281.250,405.000,0.000,0.000
4165,0,0,641.250,303.750,405.000,641.250,303.750,405.000,0.000,0.000
4166,0,0,641.250,56.250,405.000,641.250,56.250,405.000,0.000,0.000
4167,0,0,641.250,191.250,405.000,641.250,191.250,405.000,0.000,0.000
4168,0,0,641.250,11.250,412.500,641.250,11.250,412.500,0.000,0.000
4169,0,0,641.250,22.500,412.500,641.250,22.500,412.500,0.000,0.000
4170,0,0,641.250,45.000,412.500,641.250,45.000,412.500,0.000,0.000
4171,0,0,641.250,146.250,412.500,641.250,146.250,412.500,0.000,0.000
4172,0,0,641.250,157.500,412.500,641.250,157.500,412.500,0.000,0.000
4173,0,0,641.250,180.000,412.500,641.250,180.000,412.500,0.000,0.000
4174,0,0,641.250,281.250,412.500,641.250,281.250,412.500,0.000,0.000
4175,0,0,641.250,292.500,412.500,641.250,292.500,412.500,0.000,0.000
4176,0,0,641.250,315.000,412.500,641.250,315.000,412.500,0.000,0.000
4177,0,0,641.250,11.250,420.000,641.250,11.250,420.000,0.000,0.000
4178,0,0,641.250,33.750,420.000,641.250,33.750,420.000,0.000,0.000
4179,0,0,641.250,56.250,420.000,641.250,56.250,420.000,0.000,0.000
4180,0,0,641.250,78.750,420.000,641.250,78.750,420.000,0.000,0.000
4181,0,0,641.250,101.250,420.000,641.250,101.250,420.000,0.000,0.000
4182,0,0,641.250,123.750,420.000,641.250,123.750,420.000,0.000,0.000
4183,0,0,641.250,146.250,420.000,641.250,146.250,420.000,0.000,0.000
4184,0,0,641.250,168.750,420.000,641.250,168.750,420.000,0.000,0.000
4185,0,0,641.250,191.250,420.000,641.250,191.250,420.000,0.000,0.000
4186,0,0,641.250,213.750,420.000,641.250,213.750,420.000,0.000,0.000
4187,0,0,641.250,236.250,420.000,641.250,236.250,420.000,0.000,0.000
4188,0,0,641.250,258.750,420.000,641.250,258.750,420.000,0.000,0.000
4189,0,0,641.250,281.250,420.000,641.250,281.250,420.000,0.000,0.000
4190,0,0,641.250,303.750,420.000,641.250,303.750,420.000,0.000,0.000
4191,0,0,641.250,11.250,427.500,641.250,11.250,427.500,0.000,0.000
4192,0,0,641.250,22.500,427.500,641.250,22.500,427.500,0.000,0.000
4193,0,0,641.250,45.000,427.500,641.250,45.000,427.500,0.000,0.000
4194,0,0,641.250,67.500,427.500,641.250,67.500,427.500,0.000,0.000
4195,0,0,641.250,90.000,427.500,641.250,90.000,427.500,0.000,0.000
4196,0,0,641.250,112.500,427.500,641.250,112.500,427.500,0.000,0.000
4197,0,0,641.250,135.000,427.500,641.250,135.000,427.500,0.000,0.000
4198,0,0,641.250,157.500,427.500,641.250,157.500,427.500,0.000,0.000
4199,0,0,641.250,180.000,427.500,641.250,180.000,427.500,0.000,0.000
4200,0,0,641.250,202.500,427.500,641.250,202.500,427.500,0.000,0.000
4201,0,0,641.250,225.000,427.500,641.250,225.000,427.500,0.000,0.000
4202,0,0,641.250,247.500,427.500,641.250,247.500,427.500,0.000,0.000
4203,0,0,641.250,270.000,427.500,641.250,270.000,427.500,0.000,0.000
4204,0,0,641.250,292.500,427.500,641.250,292.500,427.500,0.000,0.000
4205,0,0,641.250,315.000,427.500,641.250,315.000,427.500,0.000,0.000
4206,0,0,641.250,11.250,435.000,641.250,11.250,435.000,0.000,0.000
4207,0,0,641.250,33.750,435.000,641.250,33.750,435.000,0.000,0.000
4208,0,0,641.250,56.250,435.000,641.250,56.250,435.000,0.000,0.000
4209,0,0,641.250,78.750,435.000,641.250,78.750,435.000,0.000,0.000
4210,0,0,641.250,101.250,435.000,641.250,101.250,435.000,0.000,0.000
4211,0,0,641.250,123.750,435.000,641.250,123.750,435.000,0.000,0.000
4212,0,0,641.250,146.250,435.000,641.250,146.250,435.000,0.000,0.000
4213,0,0,641.250,168.750,435.000,641.250,168.750,435.000,0.000,0.000
4214,0,0,641.250,191.250,435.000,641.250,191.250,435.000,0.000,0.000
4215,0,0,641.250,213.750,435.000,641.250,213.750,435.000,0.000,0.000
4216,0,0,641.250,236.250,435.000,641.250,236.250,435.000,0.000,0.000
4217,0,0,641.250,258.750,435.000,641.250,258.750,435.000,0.000,0.000
4218,0,0,641.250,281.250,435.000,641.250,281.250,435.000,0.000,0.000
4219,0,0,641.250,303.750,435.000,641.250,303.750,435.000,0.000,0.000
4220,0,0,641.250,11.250,442.500,641.250,11.250,442.500,0.000,0.000
4221,0,0,641.250,22.500,442.500,641.250,22.500,442.500,0.000,0.000
4222,0,0,641.250,45.000,442.500,641.250,45.000,442.500,0.000,0.000
4223,0,0,641.250,67.500,442.500,641.250,67.500,442.500,0.000,0.000
4224,0,0,641.250,90.000,442.500,641.250,90.000,442.500,0.000,0.000
4225,0,0,641.250,112.500,442.500,641.250,112.500,442.500,0.000,0.000
4226,0,0,641.250,135.000,442.500,641.250,135.000,442.500,0.000,0.000
4227,0,0,641.250,157.500,442.500,641.250,157.500,442.500,0.000,0.000
4228,0,0,641.250,180.000,442.500,641.250,180.000,442.500,0.000,0.000
4229,0,0,641.250,202.500,442.500,641.250,202.500,442.500,0.000,0.000
4230,0,0,641.250,225.000,442.500,641.250,225.000,442.500,0.000,0.000
4231,0,0,641.250,247.500,442.500,641.250,247.500,442.500,0.000,0.000
4232,0,0,641.250,270.000,442.500,641.250,270.000,442.500,0.000,0.000
4233,0,0,641.250,292.500,442.500,641.250,292.500,442.500,0.000,0.000
4234,0,0,641.250,315.000,442.500,641.250,315.000,442.500,0.000,0.000
4235,0,0,641.250,11.250,450.000,641.250,11.250,450.000,0.000,0.000
4236,0,0,641.250,33.750,450.000,641.250,33.750,450.000,0.000,0.000
4237,0,0,641.250,56.250,450.000,641.250,56.250,450.000,0.000,0.000
4238,0,0,641.250,78.750,450.000,641.250,78.750,450.000,0.000,0.000
4239,0,0,641.250,101.250,450.000,641.250,101.250,450.000,0.000,0.000
4240,0,0,641.250,123.750,450.000,641.250,123.750,450.000,0.000,0.000
4241,0,0,641.250,146.250,450.000,641.250,146.250,450.000,0.000,0.000
4242,0,0,641.250,168.750,450.000,641.250,168.750,450.000,0.000,0.000
4243,0,0,641.250,191.250,450.000,641.250,191.250,450.000,0.000,0.000
4244,0,0,641.250,213.750,450.000,641.250,213.750,450.000,0.000,0.000
4245,0,0,641.250,236.250,450.000,641.250,236.250,450.000,0.000,0.000
4246,0,0,641.250,258.750,450.000,641.250,258.750,450.000,0.000,0.000
4247,0,0,641.250,281.250,450.000,641.250,281.250,450.000,0.000,0.000
4248,0,0,641.250,303.750,450.000,641.250,303.750,450.000,0.000,0.000
4249,0,0,641.250,11.250,457.500,641.250,11.250,457.500,0.000,0.000
4250,0,0,641.250,22.500,457.500,641.250,22.500,457.500,0.000,0.000
4251,0,0,641.250,45.000,457.500,641.250,45.000,457.500,0.000,0.000
4252,0,0,641.250,67.500,457.500,641.250,67.500,457.500,0.000,0.000
4253,0,0,641.250,90.000,457.500,641.250,90.000,457.500,0.000,0.000
4254,0,0,641.250,112.500,457.500,641.250,112.500,457.500,0.000,0.000
4255,0,0,641.250,135.000,457.500,641.250,135.000,457.500,0.000,0.000
4256,0,0,641.250,157.500,457.500,641.250,157.500,457.500,0.000,0.000
4257,0,0,641.250,180.000,457.500,641.250,180.000,457.500,0.000,0.000
4258,0,0,641.250,202.500,457.500,641.250,202.500,457.500,0.000,0.000
4259,0,0,641.250,225.000,457.500,641.250,225.000,457.500,0.000,0.000
4260,0,0,641.250,247.500,457.500,641.250,247.500,457.500,0.000,0.000
4261,0,0,641.250,270.000,457.500,641.250,270.000,457.500,0.000,0.000
4262,0,0,641.250,292.500,457.500,641.250,292.500,457.500,0.000,0.000
4263,0,0,641.250,315.000,457.500,641.250,315.000,457.500,0.000,0.000
4264,0,0,641.250,11.250,465.000,641.250,11.250,465.000,0.000,0.000
4265,0,0,641.250,56.250,465.000,641.250,56.250,465.000,0.000,0.000
4266,0,0,641.250,101.250,465.000,641.250,101.250,465.000,0.000,0.000
4267,0,0,641.250,146.250,465.000,641.250,146.250,465.000,0.000,0.000
4268,0,0,641.250,191.250,465.000,641.250,191.250,465.000,0.000,0.000
4269,0,0,641.250,236.250,465.000,641.250,236.250,465.000,0.000,0.000
4270,0,0,641.250,281.250,465.000,641.250,281.250,465.000,0.000,0.000
4271,0,0,33.750,-11.250,0.000,33.750,-11.250,0.000,0.000,0.000
4272,0,0,33.750,337.500,0.000,33.750,337.500,0.000,0.000,0.000
4273,0,0,33.750,-11.250,7.500,33.750,-11.250,7.500,0.000,0.000
4274,0,0,33.750,337.500,7.500,33.750,337.500,7.500,0.000,0.000
4275,0,0,33.750,-11.250,15.000,33.750,-11.250,15.000,0.000,0.000
4276,0,0,33.750,337.500,15.000,33.750,337.500,15.000,0.000,0.000
4277,0,0,33.750,-11.250,22.500,33.750,-11.250,22.500,0.000,0.000
4278,0,0,33.750,337.500,22.500,33.750,337.500,22.500,0.000,0.000
4279,0,0,33.750,-11.250,30.000,33.750,-11.250,30.000,0.000,0.000
4280,0,0,33.750,337.500,30.000,33.750,337.500,30.000,0.000,0.000
4281,0,0,33.750,-11.250,37.500,33.750,-11.250,37.500,0.000,0.000
4282,0,0,33.750,337.500,37.500,33.750,337.500,37.500,0.000,0.000
4283,0,0,33.750,-11.250,45.000,33.750,-11.250,45.000,0.000,0.000
4284,0,0,33.750,337.500,45.000,33.750,337.500,45.000,0.000,0.000
4285,0,0,33.750,-11.250,52.500,33.750,-11.250,52.500,0.000,0.000
4286,0,0,33.750,337.500,52.500,33.750,337.500,52.500,0.000,0.000
4287,0,0,33.750,-11.250,60.000,33.750,-11.250,60.000,0.000,0.000
4288,0,0,33.750,337.500,60.000,33.750,337.500,60.000,0.000,0.000
4289,0,0,33.750,-11.250,67.500,33.750,-11.250,67.500,0.000,0.000
4290,0,0,33.750,337.500,67.500,33.750,337.500,67.500,0.000,0.000
4291,0,0,33.750,-11.250,75.000,33.750,-11.250,75.000,0.000,0.000
4292,0,0,33.750,337.500,75.000,33.750,337.500,75.000,0.000,0.000
4293,0,0,33.750,-11.250,82.500,33.750,-11.250,82.500,0.000,0.000
4294,0,0,33.750,337.500,82.500,33.750,337.500,82.500,0.000,0.000
4295,0,0,33.750,-11.250,90.000,33.750,-11.250,90.000,0.000,0.000
4296,0,0,33.750,337.500,90.000,33.750,337.500,90.000,0.000,0.000
4297,0,0,33.750,-11.250,97.500,33.750,-11.250,97.500,0.000,0.000
4298,0,0,33.750,337.500,97.500,33.750,337.500,97.500,0.000,0.000
4299,0,0,33.750,-11.250,105.000,33.750,-11.250,105.000,0.000,0.000
4300,0,0,33.750,337.500,105.000,33.750,337.500,105.000,0.000,0.000
4301,0,0,33.750,-11.250,112.500,33.750,-11.250,112.500,0.000,0.000
4302,0,0,33.750,337.500,112.500,33.750,337.500,112.500,0.000,0.000
4303,0,0,33.750,-11.250,120.000,33.750,-11.250,120.000,0.000,0.000
4304,0,0,33.750,337.500,120.000,33.750,337.500,120.000,0.000,0.000
4305,0,0,33.750,-11.250,127.500,33.750,-11.250,127.500,0.000,0.000
4306,0,0,33.750,337.500,127.500,33.750,337.500,127.500,0.000,0.000
4307,0,0,33.750,-11.250,135.000,33.750,-11.250,135.000,0.000,0.000
4308,0,0,33.750,337.500,135.000,33.750,337.500,135.000,0.000,0.000
4309,0,0,33.750,-11.250,142.500,33.750,-11.250,142.500,0.000,0.000
4310,0,0,33.750,337.500,142.500,33.750,337.500,142.500,0.000,0.000
4311,0,0,33.750,-11.250,150.000,33.750,-11.250,150.000,0.000,0.000
4312,0,0,33.750,337.500,150.000,33.750,337.500,150.000,0.000,0.000
4313,0,0,33.750,-11.250,157.500,33.750,-11.250,157.500,0.000,0.000
4314,0,0,33.750,337.500,157.500,33.750,337.500,157.500,0.000,0.000
4315,0,0,33.750,-11.250,165.000,33.750,-11.250,165.000,0.000,0.000
4316,0,0,33.750,337.500,165.000,33.750,337.500,165.000,0.000,0.000
4317,0,0,33.750,-11.250,172.500,33.750,-11.250,172.500,0.000,0.000
4318,0,0,33.750,337.500,172.500,33.750,337.500,172.500,0.000,0.000
4319,0,0,33.750,-11.250,180.000,33.750,-11.250,180.000,0.000,0.000
4320,0,0,33.750,337.500,180.000,33.750,337.500,180.000,0.000,0.000
4321,0,0,33.750,-11.250,187.500,33.750,-11.250,187.500,0.000,0.000
4322,0,0,33.750,337.500,187.500,33.750,337.500,187.500,0.000,0.000
4323,0,0,33.750,-11.250,195.000,33.750,-11.250,195.000,0.000,0.000
4324,0,0,33.750,337.500,195.000,33.750,337.500,195.000,0.000,0.000
4325,0,0,33.750,-11.250,202.500,33.750,-11.250,202.500,0.000,0.000
4326,0,0,33.750,337.500,202.500,33.750,337.500,202.500,0.000,0.000
4327,0,0,33.750,-11.250,210.000,33.750,-11.250,210.000,0.000,0.000
4328,0,0,33.750,337.500,210.000,33.750,337.500,210.000,0.000,0.000
4329,0,0,33.750,-11.250,217.500,33.750,-11.250,217.500,0.000,0.000
4330,0,0,33.750,337.500,217.500,33.750,337.500,217.500,0.000,0.000
4331,0,0,33.750,-11.250,225.000,33.750,-11.250,225.000,0.000,0.000
4332,0,0,33.750,337.500,225.000,33.750,337.500,225.000,0.000,0.000
4333,0,0,33.750,-11.250,232.500,33.750,-11.250,232.500,0.000,0.000
4334,0,0,33.750,337.500,232.500,33.750,337.500,232.500,0.000,0.000
4335,0,0,33.750,-11.250,240.000,33.750,-11.250,240.000,0.000,0.000
4336,0,0,33.750,337.500,240.000,33.750,337.500,240.000,0.000,0.000
4337,0,0,33.750,-11.250,247.500,33.750,-11.250,247.500,0.000,0.000
4338,0,0,33.750,337.500,247.500,33.750,337.500,247.500,0.000,0.000
4339,0,0,33.750,-11.250,255.000,33.750,-11.250,255.000,0.000,0.000
4340,0,0,33.750,337.500,255.000,33.750,337.500,255.000,0.000,0.000
4341,0,0,33.750,-11.250,262.500,33.750,-11.250,262.500,0.000,0.000
4342,0,0,33.750,337.500,262.500,33.750,337.500,262.500,0.000,0.000
4343,0,0,33.750,-11.250,270.000,33.750,-11.250,270.000,0.000,0.000
4344,0,0,33.750,337.500,270.000,33.750,337.500,270.000,0.000,0.000
4345,0,0,33.750,-11.250,277.500,33.750,-11.250,277.500,0.000,0.000
4346,0,1,,,,,,,,
4347,0,0,33.750,-11.250,285.000,33.750,-11.250,285.000,0.000,0.000
4348,1,0,33.750,337.500,285.000,30.613,567.412,-0.494,366.573,285.494
